orcamento,lingua_original,titulo,popularidade,data_lancamento,faturamento,tempo,estado,rotulo,media_votos,contagem_votos
4000000,es,Los lunes al sol,3.663108,2002-09-27,146402,113,Released,This film is not based on a real story. It is based on thousands.,7.1,36
650000,en,Stake Land,12.496261,2010-09-30,33245,98,Released,The Most Dangerous Thing Is To Be Alive.,6.2,285
0,en,The Last Time I Committed Suicide,0.596889,1997-06-20,0,92,Released,Life is what happens when you're busy making plans,6.7,7
0,pt,Praia do Futuro,2.611364,2014-05-01,0,106,Released,A hero split in half.,6.4,31
4000000,en,Another Happy Day,3.238466,2011-11-18,355688,119,Released,"At this wedding, the F-word stands for Family",6.2,37
4000000,en,A Lonely Place to Die,8.30723,2011-04-09,25345000,99,Released,"Out here, there's nowhere to hide.",6.2,157
0,en,Nothing,3.408955,2003-09-09,0,90,Released,,5.8,38
0,ru,Географ глобус пропил,1.876621,2013-07-26,4037782,120,Released,,7.3,23
0,en,1776,1.807571,1972-11-09,0,142,Released,The award winning musical comes to the screen!,7.1,20
0,en,Inescapable,6.783053,2012-09-14,0,93,Released,You can never escape your past,5.2,13
3950000,en,Hell's Angels,8.484123,1930-11-15,8000000,127,Released,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,6.1,19
4000000,en,Purple Violets,0.936232,2007-04-30,0,103,Released,A second chance for a first love.,5.7,9
4000000,en,The Veil,12.822534,2016-04-21,0,93,Released,The dead come back,4.5,118
0,en,The Loved Ones,4.989985,2009-09-13,0,84,Released,Don't break her heart,6.6,207
4000000,en,The Helpers,1.390659,2012-10-27,0,78,Released,Can we help you?,4.1,8
4000000,en,How to Fall in Love,1.923514,2012-07-21,0,0,Released,,5.2,20
0,en,The Perfect Wave,4.118612,2014-02-28,0,113,Released,,4.4,21
3900000,en,A Man for All Seasons,9.541688,1966-12-12,28350000,120,Released,...a motion picture for all times!,7.5,89
3800000,en,Network,17.234745,1976-11-01,23689877,121,Released,Not since the dawn of time has America experienced a man like Howard Beale!,7.7,381
4000000,en,Gone with the Wind,48.98255,1939-12-15,400176459,238,Released,The greatest romance of all time!,7.7,970
0,en,Desert Dancer,1.972668,2014-07-03,0,98,Released,Be Brave. Be Bold. Be Free.,6.5,18
3800000,en,Major Dundee,3.490215,1965-04-07,14873,123,Released,,6.2,38
3768785,en,Annie Get Your Gun,1.726175,1950-05-17,8000000,107,Released,,7.3,22
967686,en,Four Lions,20.544999,2010-05-07,4270000,101,Released,We are 4 Lions.,7.0,423
0,pt,Casa de Areia,0.389471,2005-05-13,0,115,Released,,6.7,9
3500000,en,Defendor,8.45342,2009-09-12,44462,101,Released,An unexpected hero will rise.,6.5,195
3700000,en,The Pirate,0.90522,1948-06-11,2956000,102,Released,The great MGM musical romance,6.6,17
3800000,en,The Good Heart,2.201678,2009-09-11,0,95,Released,Everyone needs a refuge from the world.,6.0,21
4000000,en,The History Boys,3.771652,2006-10-02,13401952,109,Released,History. It's just one bloody thing after another.,6.6,66
3600000,en,Midnight Cowboy,21.119209,1969-05-25,44785053,113,Released,Whatever you hear about Midnight Cowboy is true.,7.4,299
3500000,en,The Full Monty,17.002623,1997-08-13,257850122,91,Released,The year's most revealing comedy.,6.8,363
3500000,en,Airplane!,46.116885,1980-07-02,83453539,88,Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",7.1,1074
5000000,en,Chain of Command,1.398981,2015-08-30,0,88,Released,"When duty calls, plans change",5.3,11
3500000,en,Friday,25.5748,1995-04-26,28215918,91,Released,A lot can go down between thursday and saturday...,7.0,503
3500000,en,Menace II Society,3.418871,1993-05-26,27900000,97,Released,This is the truth. This is what's real.,7.2,173
3500000,en,Creepshow 2,10.729884,1987-05-01,14000000,92,Released,"When the curtain goes up, the terror begins.",5.9,129
3716946,en,The Ballad of Cable Hogue,2.676535,1970-05-13,5000000,121,Released,,6.9,47
3500000,en,In Cold Blood,7.821438,1967-12-14,13007551,134,Released,,7.4,82
3500000,en,The Nun's Story,3.281509,1959-06-18,12800000,149,Released,Her Faith Remained Strong and True in the Face of Africa's Terrors!,7.4,46
3500000,en,Harper,2.938973,1966-02-23,12000000,121,Released,Harper takes a case - and the payoff is murder.,6.2,35
3500000,en,Frenzy,10.219942,1972-05-25,12600000,116,Released,Just an ordinary necktie used with a deadly new twist.,7.1,158
3500000,en,The Witch,50.319662,2016-02-19,40423945,92,Released,Evil takes many forms.,6.3,1434
0,en,I Got the Hook Up,0.593068,1998-05-27,0,93,Released,A truckload of cell phones... turns into a boatload of cash!,5.4,8
3500000,en,She's the One,8.406025,1996-08-26,9482579,96,Released,A romantic comedy about two brothers... and the one thing that came between them.,5.7,70
10000000,en,Gods and Monsters,5.588652,1998-01-21,6451628,105,Released,,6.8,81
2000000,es,El secreto de sus ojos,25.894065,2009-08-13,33965843,129,Released,,7.8,626
0,en,Train,3.280081,2008-10-16,0,94,Released,You're in for a hell of a ride.,4.8,36
3600000,en,Evil Dead II,35.674774,1987-03-13,5923044,84,Released,The Sequel To The Ultimate Experience In Grueling Terror,7.6,742
0,en,Pootie Tang,3.115754,2001-06-29,0,81,Released,Too cool for words.,5.4,43
1000000,en,Sharknado,20.466433,2013-07-11,0,86,Released,Enough said!,3.8,476
0,es,La otra conquista,0.015597,1999-04-01,0,105,Released,The spirit of a people can never be conquered.,5.4,4
3500000,nb,Trolljegeren,12.982319,2010-10-29,4159678,103,Released,You believe it when you see it!,6.7,583
0,en,Ira & Abby,0.595136,2006-01-01,0,104,Released,"First comes love, then comes marriage, then comes therapy.",5.8,9
3500000,en,Winter Passing,3.643608,2006-02-07,113783,98,Released,Sometimes you go looking for something you want. . . and find what you need.,6.7,28
3500000,en,D.E.B.S.,6.396936,2004-01-21,0,91,Released,Evil is so totally busted!,5.6,90
0,en,The Masked Saint,0.909067,2016-01-08,0,111,Released,,2.9,7
3500000,en,The Betrayed,1.348114,2008-09-27,0,98,Released,What she doesn't know could kill her.,5.2,10
0,en,Taxman,0.964802,1999-09-16,0,104,Released,"In life only two things are certain, death and taxes.",2.0,1
0,en,The Secret,0.042346,2016-04-29,0,200,Released,,0.0,0
3500000,en,2:13,1.271621,2009-04-25,0,96,Released,Killers Are Not Born ... They Are Made,4.6,10
3500000,en,"Batman: The Dark Knight Returns, Part 2",25.891466,2013-01-18,0,78,Released,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,7.9,419
3500000,en,Time to Choose,1.618138,2015-09-04,0,100,Released,Climate change for good.,0.0,0
3500000,en,In the Name of the King III,4.304341,2013-12-27,0,85,Released,,3.3,19
3500000,en,Wicked Blood,3.158056,2014-03-04,0,92,Released,The Ultimate Endgame,5.3,37
0,en,Dawn Patrol,3.230779,2015-06-05,0,86,Released,Revenge comes at a price.,5.0,11
3440000,en,Lords of London,1.913302,2014-01-06,0,90,Released,"In this city, crime is a family business.",3.6,6
3400000,en,High Anxiety,5.690619,1977-12-25,31063038,94,Released,The Master of Comedy takes on The Master of Suspense!,6.5,84
8000000,fr,La Marche de l'empereur,17.537154,2005-01-26,127392239,80,Released,"In the harshest place on Earth, love finds a way.",6.9,358
3500000,en,Margin Call,26.259389,2011-09-28,19504039,107,Released,Be first. Be smarter. Or cheat.,6.7,524
0,en,August,1.419431,2011-06-09,0,100,Released,,6.2,15
3000000,en,Choke,11.637458,2008-09-26,3830137,92,Released,From the author of Fight Club,6.0,127
3300000,en,Whiplash,192.528841,2014-10-10,13092000,105,Released,The road to greatness can take you to the edge.,8.3,4254
3300000,pt,Cidade de Deus,44.356711,2002-02-05,30641770,130,Released,"If you run you're dead... if you stay, you're dead again. Period.",8.1,1814
600000,en,Human Traffic,4.859873,1999-06-04,4000000,99,Released,The Weekend has Landed!,6.8,97
3400000,en,To Write Love on Her Arms,6.723057,2015-03-13,0,118,Released,Based on the True Story that started a Global Movement.,6.8,47
0,en,The Dead Girl,3.069605,2006-11-07,0,85,Released,One life ends. Seven others begin.,6.4,66
3800000,da,Jagten,21.826888,2012-08-28,16800000,115,Released,The lie is spreading.,7.9,927
0,en,A Christmas Story,15.128316,1983-11-18,19294144,94,Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",7.4,344
0,en,Bella,1.814802,2006-09-09,0,91,Released,One person can change your life forever,6.7,37
4300000,en,Class of 1984,5.643023,1982-08-20,0,98,Released,Class of 1984. Is this the future?,6.2,66
3300000,en,Opposite Sex,2.964785,2014-11-08,45000,96,Released,"A battle of the sexes, winner takes all.",4.1,9
2000000,en,Dreaming of Joseph Lees,0.11615,1999-10-29,7,92,Released,,8.0,1
0,fr,Entre les murs,13.437038,2008-09-24,28814580,128,Released,The dynamics of a multicultural class and its teacher will enlighten.,6.8,174
3200000,en,Rosemary's Baby,26.180367,1968-06-12,33395426,136,Released,Pray for Rosemary's Baby,7.5,863
3200000,en,The Man Who Shot Liberty Valance,11.735287,1962-04-22,8000000,123,Released,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,7.4,265
0,en,Adam,8.308442,2009-07-29,2277396,99,Released,A story about two strangers. One a little stranger than the other...,6.9,150
0,es,"María, llena eres de gracia",3.027892,2004-01-18,0,101,Released,"Based on 10,000 true stories.",6.9,101
3200000,en,Beginners,11.933449,2010-09-11,5332926,105,Released,This is what love feels like.,6.8,347
0,en,Feast,8.825113,2005-10-14,658573,95,Released,,6.1,160
2700000,en,Animal House,17.332585,1978-07-27,141000000,109,Released,It was the Deltas against the rules... the rules lost!,7.0,418
2500000,en,Goldfinger,47.812466,1964-09-17,124881062,110,Released,Everything he touches turns into excitement!,7.2,987
2400000,en,Antiviral,11.753553,2012-09-19,0,110,Released,What If You Could Feel Like They Do ...,5.7,112
3180000,en,It's a Wonderful Life,42.868495,1946-12-20,9644124,130,Released,It's a wonderful laugh! It's a wonderful love!,8.0,1076
4000000,en,Trainspotting,63.513324,1996-02-23,16491080,93,Released,Choose life.,7.8,2655
0,en,The Original Kings of Comedy,1.918959,2000-08-18,0,115,Released,We Got Jokes,6.3,15
3000000,en,Paranormal Activity 2,22.789649,2010-10-20,177512032,91,Released,In 2009 you demanded it. Nothing can prepare you for what's next.,5.7,722
0,en,Waking Ned,5.735912,1998-09-15,0,91,Released,How far would you go to win a fortune!,7.4,54
4000000,en,Bowling for Columbine,11.414843,2002-10-09,35564473,120,Released,One nation under the gun.,7.3,453
0,zh,归来,6.017273,2014-05-16,0,111,Released,,6.9,49
3000000,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,21.607228,1985-10-31,29999213,87,Released,Someone is coming back to Elm Street!,5.7,361
3000000,en,A Room with a View,7.961559,1985-12-13,20966644,117,Released,,6.9,156
3000000,en,The Purge,54.403033,2013-05-31,89328627,86,Released,"One night a year, all crime is legal.",6.0,2428
3000000,en,Sinister,41.045084,2012-03-29,77712439,110,Released,"Once you see him, nothing can save you.",6.7,1573
3000000,en,Martin Lawrence Live: Runteldat,0.295226,2002-08-01,19184015,113,Released,,5.0,1
3000000,en,Cat on a Hot Tin Roof,16.553594,1958-02-17,17570324,108,Released,Just one pillow on her bed ... and just one desire in her heart!,7.6,165
3000000,en,Beneath the Planet of the Apes,24.393296,1970-05-01,18999718,95,Released,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,6.2,361
3000000,en,Air Bud,11.241802,1997-08-01,23144499,98,Released,He Sits. He Stays. He Shoots. He Scores.,5.3,106
16000000,ja,Pokémon 3: The Movie,9.18885,2000-07-08,68411275,93,Released,Pokémon: Spell of the Unknown,5.9,137
3000000,en,Friday the 13th Part VI: Jason Lives,11.158167,1986-08-01,19472057,86,Released,Kill or be killed!,5.7,216
3000000,en,The Bridge on the River Kwai,23.109959,1957-10-02,33300000,161,Released,It spans a whole new world of entertainment!,7.7,542
3000000,en,Spaced Invaders,1.586598,1990-04-27,15369573,100,Released,,4.7,25
2000000,en,Family Plot,3.832858,1976-04-09,7900000,121,Released,There’s no body in the family plot.,6.7,86
3000000,en,The Apartment,22.889294,1960-06-15,25000000,125,Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8.1,483
3000000,en,Jason Goes to Hell: The Final Friday,10.341982,1993-08-13,15938065,87,Released,Evil has finally found a home.,4.2,193
3000000,en,Torn Curtain,7.924982,1966-07-13,13000000,128,Released,It tears you apart with suspense!,6.4,120
3000000,en,Dave Chappelle's Block Party,1.697846,2005-09-12,11718595,100,Released,,6.4,28
0,en,Slow West,14.936661,2015-04-16,229094,84,Released,Wanted Dead or Dead,6.6,367
3000000,en,Krush Groove,0.720091,1985-10-25,0,97,Released,It's chillin'!,7.0,11
0,en,Next Day Air,2.747402,2009-02-06,0,84,Released,,5.3,36
3000000,en,Elmer Gantry,6.734965,1960-06-19,10400000,146,Released,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,7.3,41
3000000,en,Judgment at Nuremberg,13.338539,1961-12-01,10000000,186,Released,The event the world will never forget,7.6,155
0,en,Trippin',0.185373,1999-05-12,9016377,94,Released,He's a legend in his own mind.,4.5,4
3000000,en,Red River,5.344815,1948-08-26,9012000,133,Released,Big as the men who faced this challenge! Bold as the women who loved them!,7.3,82
0,en,Phat Girlz,0.982624,2006-01-01,0,99,Released,,3.7,10
3000000,en,Before Midnight,23.299907,2013-04-05,11176469,108,Released,Everything's better with maturity.,7.4,568
0,en,Teen Wolf Too,4.103764,1987-11-20,0,95,Released,High school was easy. But college is a whole different ANIMAL.,3.8,46
3000000,en,Phantasm II,5.003615,1988-07-08,7282851,97,Released,The ball is back!,6.3,94
3000000,en,Woman Thou Art Loosed,0.019984,2004-09-30,6804016,94,Released,,5.0,3
0,en,Real Women Have Curves,1.026243,2002-01-01,0,86,Released,,5.8,19
0,en,Water,2.787375,2005-09-08,10422387,115,Released,,6.8,34
3800000,en,East Is East,3.667372,1999-05-14,28200000,97,Released,"A comedy of families, a chip shop... and a very randy dog.",6.5,59
3000000,en,Whipped,2.144354,2000-09-01,0,82,Released,Never underestimate the power of a woman.,3.1,11
3000000,en,Kama Sutra - A Tale of Love,3.937939,1996-09-11,4109095,117,Released,,5.7,35
3000000,en,Please Give,5.325156,2010-01-22,0,90,Released,,6.0,57
3000000,en,Willy Wonka & the Chocolate Factory,23.981601,1971-06-29,4000000,100,Released,It's Scrumdiddlyumptious!,7.4,798
0,en,Warlock: The Armageddon,3.107149,1993-05-01,0,98,Released,,5.2,38
0,en,8 Heads in a Duffel Bag,5.016607,1997-04-18,0,95,Released,A mindless comedy.,5.4,39
0,en,Days of Heaven,13.857194,1978-09-13,0,94,Released,Your eyes... Your ears... Your senses... will be overwhelmed.,7.6,234
0,en,Thirteen Conversations About One Thing,6.997495,2001-09-02,0,104,Released,Ask yourself if you're really happy.,6.4,25
3000000,en,Jawbreaker,4.337685,1999-01-30,3076820,87,Released,Suck it and see...,5.9,90
2962051,en,Basquiat,3.636634,1996-08-09,3011195,108,Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",6.6,94
0,en,Frances Ha,15.492257,2013-05-17,4069826,86,Released,,7.2,345
3000000,af,Tsotsi,2.504169,2005-08-18,9879971,94,Released,In this world... Redemption comes just once.,6.9,94
3000000,en,Happiness,10.757539,1998-10-16,2807390,139,Released,Finding happiness can be a tragic comedy.,7.4,194
0,en,DysFunktional Family,1.580027,2003-04-04,0,89,Released,,6.1,4
2800000,en,Tusk,15.754614,2014-09-19,1826705,102,Released,Let me tell you a story...,5.1,366
3000000,ko,올드보이,56.76349,2003-01-01,14980005,120,Released,"15 years of imprisonment, five days of vengeance",8.0,1945
0,en,Letters to God,3.644872,2010-04-09,0,110,Released,,6.5,37
3000000,en,Hobo with a Shotgun,16.900433,2011-05-06,748453,86,Released,"Delivering justice, one shell at a time...",5.7,211
3000000,es,Compadres,1.569246,2016-03-31,0,101,Released,,5.2,17
3000000,en,Freeway,4.682881,1996-08-23,0,110,Released,Her life is no fairy tale.,6.5,95
0,en,Love's Abiding Joy,1.128559,2006-10-06,0,87,Released,,5.8,12
3000000,en,Fish Tank,12.68672,2009-05-14,2357852,123,Released,"Live, love and give as good as you get.",6.9,250
0,en,Damsels in Distress,3.750338,2012-04-06,0,99,Released,"For these girls... it's not what you learn, it's whom you educate.",5.6,67
0,en,Creature,2.857848,1998-05-17,0,176,Released,Death from the depths,4.0,21
3000000,en,Bachelorette,20.95282,2012-08-06,11947954,87,Released,Old habits party hard.,5.3,444
0,en,Brave New Girl,0.18094,2004-04-25,0,120,Released,,3.7,3
0,en,Tim and Eric's Billion Dollar Movie,1.75311,2012-03-02,0,94,Released,,5.2,34
2700000,de,Sommersturm,3.120747,2004-09-02,0,98,Released,,6.7,59
0,en,Fort McCoy,0.384496,2014-01-01,0,0,Released,,6.3,2
0,en,Chain Letter,2.504156,2010-10-01,0,96,Released,"If you don't forward it, you die.",3.9,37
3000000,en,Just Looking,0.431332,1999-10-21,0,97,Released,A voyeuristic coming-of-age comedy.,5.8,5
3000000,en,The Divide,11.882563,2011-03-13,22000,112,Released,The lucky ones died in the blast,5.7,197
0,en,The Eclipse,9.342465,2009-04-24,0,88,Released,If there is life after death - love lives on,6.1,15
3000000,en,Demonic,12.564554,2015-02-12,3387000,83,Released,Every House Has It's Secrets,4.9,148
0,en,My Big Fat Independent Movie,0.68822,2005-03-04,0,80,Released,The lowbrow comedy for the highbrow crowd.,3.0,5
0,en,The Deported,0.194848,2010-06-15,0,90,Released,,0.0,0
0,en,Tanner Hall,2.015525,2009-09-14,0,96,Released,,5.4,32
3000000,en,Open Road,2.680629,2013-04-12,0,85,Released,,5.2,18
0,en,They Came Together,12.036888,2014-06-27,0,84,Released,He came...She came...They both came,5.3,171
0,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,1.737032,2013-01-14,0,80,Released,Based on true events... that may not have happened,2.9,28
3000000,en,Never Back Down 2: The Beatdown,9.249229,2011-09-13,0,90,Released,,5.8,136
2500000,en,Point Blank,5.164423,1967-08-30,3200000,92,Released,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,7.1,95
3,en,Four Single Fathers,0.008263,2009-01-15,0,100,Released,Comedy,0.0,0
0,en,Enter the Dangerous Mind,1.998826,2013-03-11,0,88,Released,,4.8,14
3000000,en,Something Wicked,1.968679,2014-04-04,0,95,Released,,4.6,16
3000000,en,AWOL-72,1.141463,2015-08-07,0,79,Released,72 Hours On The Clock. Starting Now...,2.8,10
0,en,Iguana,0.214704,1988-04-01,0,88,Released,,6.0,1
3200000,en,Chicago Overcoat,1.034844,2009-10-10,0,95,Released,The glory days are back,6.1,5
0,en,Barry Munday,1.975941,2010-03-13,0,95,Released,A comedy that hits you right where it counts.,6.3,22
2900000,pt,Central do Brasil,5.928937,1998-01-16,5596708,113,Released,He was looking for the father he never knew. She was looking for a second chance.,7.6,126
2900000,en,Pocketful of Miracles,3.370225,1961-12-18,5000000,136,Released,You have to see it to believe it!,7.3,25
0,en,Close Range,5.485217,2015-12-11,0,80,Released,Colton MacReady...is coming home.,4.9,54
0,en,Boynton Beach Club,0.18887,2005-08-05,0,105,Released,,6.8,3
3000000,en,Amnesiac,3.077885,2015-08-14,0,90,Released,What he can't remember is killing him.,4.1,52
3000000,en,Freakonomics,1.781462,2010-10-01,103735,93,Released,Things you always thought you knew but didn't,6.6,36
0,fr,Haute tension,4.952983,2003-06-18,0,91,Released,Hearts will bleed.,6.6,271
2902660,en,Griff the Invisible,1.35088,2011-08-19,0,93,Released,"He's a dreamer, stuck in the real world.",6.1,34
0,en,Unnatural,0.687656,2015-10-16,0,89,Released,Some things were never meant to be.,4.3,12
8000000,en,Hustle & Flow,6.39503,2005-07-22,23563727,116,Released,The music will inspire them. The dream will unite them. This summer get crunk.,6.9,99
2883848,en,Some Like It Hot,39.30982,1959-03-18,25000000,122,Released,The movie too HOT for words!,8.0,808
2800000,en,Friday the 13th Part VII: The New Blood,9.070842,1988-05-13,19170001,88,Released,"Jason is back, but this time someone's waiting!",5.3,192
2777000,en,The Wizard of Oz,67.417542,1939-08-15,33754967,102,Released,"We're off to see the Wizard, the wonderful Wizard of Oz!",7.4,1642
2800000,en,Young Frankenstein,36.444894,1974-12-15,86273333,106,Released,The scariest comedy of all time!,7.7,854
2000000,en,Diary of the Dead,15.351412,2007-09-08,5364858,95,Released,Where will you be when the end begins?,5.4,190
0,en,Lage Raho Munna Bhai,2.436019,2006-01-01,0,144,Released,They're back... and they're not alone!,7.6,44
0,en,Ulee's Gold,0.93392,1997-06-13,0,112,Released,,6.5,19
2700000,en,The Black Stallion,11.35972,1979-10-17,37799643,118,Released,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",7.0,59
0,en,Sardaarji,0.296981,2015-06-26,0,0,Released,,9.5,2
0,en,Rejsen til Saturn,1.776624,2008-09-26,0,90,Released,,4.9,10
2686000,en,Donovan's Reef,1.897263,1963-06-12,6600000,109,Released,Gangway...For This Years BIG Adventure!,6.0,30
0,nl,De jurk,0.144031,1996-03-21,0,103,Released,,7.0,3
2627000,en,A Guy Named Joe,0.531444,1944-03-01,5363000,120,Released,A GUY - A GAL - A PAL - It's Swell!,6.0,8
2600000,en,Blazing Saddles,22.793929,1974-02-07,119500000,93,Released,Never give a saga an even break!,7.2,609
2600000,en,Friday the 13th: The Final Chapter,14.013414,1984-04-13,32980880,91,Released,"Jason's Back, and this is the one you've been screaming for.",5.9,237
2159280,pl,Ida,13.265432,2013-10-25,10700000,80,Released,,7.1,260
0,en,Maurice,11.552247,1987-09-18,0,134,Released,,7.1,61
0,en,Beer League,1.73892,2006-09-15,0,86,Released,No Gut... No Glory.,5.3,22
2600000,en,Riding Giants,0.895946,2004-07-09,3166000,105,Released,,7.6,23
2600000,es,Los cronocrímenes,19.02965,2007-09-20,553198,92,Released,A trip back in time from the present to...,7.0,308
0,zh,疯狂的赛车,0.406645,2009-01-20,0,99,Released,,7.4,13
2600000,en,Timber Falls,3.687574,2007-12-07,0,97,Released,,5.2,38
2540800,en,Singin' in the Rain,36.556954,1952-04-10,7200000,103,Released,What a Glorious Feeling!,7.8,727
0,en,"Fat, Sick & Nearly Dead",0.545825,2010-04-16,0,97,Released,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.",7.1,47
2500000,en,A Haunted House,18.661541,2013-01-11,60141683,86,Released,This $*%! ain't paranormal.,5.4,516
2500000,en,2016: Obama's America,0.973582,2012-07-13,33400000,87,Released,"Love Him, Hate Him, You Don't Know Him",4.6,19
0,en,That Thing You Do!,14.885388,1996-10-04,34585416,108,Released,In every life there comes a time when that dream you dream becomes that thing you do.,6.8,225
2500000,en,Halloween III: Season of the Witch,12.030456,1982-10-22,14400000,98,Released,...and now the earth will run with blood again!,5.0,229
2500000,en,Escape from the Planet of the Apes,18.30961,1971-05-20,12348905,98,Released,Meet baby Milo who has Washington terrified.,6.3,264
2500000,en,Hud,6.82919,1963-05-29,10000000,112,Released,The man with the barbed-wire soul.,7.5,66
0,en,Kevin Hart: Let Me Explain,9.799357,2013-07-03,32230907,74,Released,Witness the rise of a legend,7.1,95
2500000,en,My Own Private Idaho,10.363642,1991-10-17,0,104,Released,"It's not where you go, it's how you get there.",7.1,212
2500000,en,Garden State,30.583959,2004-07-28,26781723,102,Released,,7.1,618
2500000,en,Before Sunrise,23.672571,1995-01-27,5535405,105,Released,Can the greatest romance of your life last only one night?,7.7,959
0,fr,Sur le seuil,0.205034,2003-10-03,0,100,Released,,6.9,8
0,en,Jesus' Son,5.581743,1999-09-05,0,107,Released,,6.7,22
0,en,Saving Face,2.487255,2004-09-12,0,91,Released,"A romantic comedy about right, wrong and everything in between.",6.8,32
0,en,Brick Lane,0.262135,2007-11-16,0,102,Released,,5.2,15
2500000,en,Robot & Frank,23.419061,2012-08-16,3325038,85,Released,Friendship doesn't have an off switch,6.8,450
0,en,My Life Without Me,7.958831,2003-03-07,9726954,106,Released,,7.2,77
2500000,en,The Spectacular Now,25.722747,2013-08-02,6854611,95,Released,From the Writers of (500) Days of Summer,6.8,1048
0,en,Religulous,9.774126,2008-10-01,0,101,Released,Heaven help us.,7.2,197
0,en,Fuel,0.197469,2008-11-14,0,90,Released,,7.0,3
0,en,Valley of the Heart's Delight,0.142255,2006-04-24,0,100,Released,The roar of the mob drowned out the truth.,7.0,1
2500000,en,Eye of the Dolphin,0.301884,2007-08-24,71904,100,Released,She found her voice in the ocean... And within herself.,7.1,7
0,en,8: The Mormon Proposition,0.424957,2010-01-01,0,80,Released,Equality for some.,5.5,6
14000000,en,The Other End of the Line,3.393648,2008-10-29,0,106,Released,,6.1,50
0,de,Anatomie,5.025938,2000-02-03,0,103,Released,Some study. Some are studied.,6.1,61
2500000,en,Sleep Dealer,4.624691,2008-12-10,107559,90,Released,Crossing the border just got easier. Plug into the new American dream.,6.0,40
2500000,en,Super,12.204569,2010-09-09,324138,96,Released,"Shut up, crime!",6.6,441
0,en,Christmas Mail,0.630226,2010-12-01,0,89,Released,,5.0,15
2500000,de,Stung,4.270489,2015-07-03,0,87,Released,"Get inside, get away, just don't get stung",4.9,63
35000000,en,Antibirth,3.674294,2016-09-02,0,94,Released,,4.8,40
2400000,en,Get on the Bus,4.623059,1996-10-16,5731103,120,Released,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",7.0,11
0,en,Thr3e,1.946715,2006-12-01,0,101,Released,,4.8,21
30000000,en,Idiocracy,27.940093,2006-09-01,495303,84,Released,"In the future, intelligence is extinct.",6.3,664
2500000,en,The Rise of the Krays,1.759506,2015-08-29,0,110,Released,Brutal. Notorious. Legendary,4.5,19
2380000,en,This Is England,8.395624,2006-09-12,8176544,101,Released,"Run with the crowd, stand alone, you decide.",7.4,363
2500000,en,U.F.O.,8.248149,2012-12-14,0,101,Released,Try to remain calm,3.1,47
2361000,en,Bathing Beauty,0.628051,1944-07-01,6892000,101,Released,M.G.M's Mammoth Technicolor Musical Spectacle!,7.0,4
2450000,en,Go for It!,0.500753,2011-05-13,0,105,Released,,4.6,5
0,en,"Dancer, Texas Pop. 81",0.376662,1998-05-01,565592,97,Released,in the middle of nowhere they had everything,10.0,1
2300000,en,Show Boat,1.606314,1951-07-13,11000000,107,Released,It's NEW!,6.9,18
0,en,Redemption Road,0.197264,2011-08-26,0,91,Released,,4.7,6
0,en,The Calling,5.759493,2014-08-05,0,108,Released,Pray for the Prey,5.6,88
2000000,en,The Brave Little Toaster,6.86302,1987-07-09,0,90,Released,Imagine if Your Toaster Went on a Journey of its Own!,6.7,93
2280000,en,Fantasia,32.875469,1940-11-13,83320000,124,Released,The most sensational sound you'll ever see!,7.2,808
0,en,8 Days,0.015295,2014-06-15,0,90,Released,She never knew it could happen to her...,0.0,0
4000000,en,Friday the 13th Part III,14.206525,1982-08-13,36690067,95,Released,There's nowhere to hide. We dare you to try.,5.7,254
2200000,en,Friday the 13th: A New Beginning,12.639469,1985-03-22,21930418,92,Released,A New Beginning to the first step in terror.,5.1,196
0,en,The Last Sin Eater,2.371477,2007-02-09,0,117,Released,,6.2,11
0,en,Do You Believe?,2.470443,2015-03-20,0,115,Released,,6.6,48
0,en,Impact Point,1.532518,2008-06-13,0,90,Released,,5.7,5
2160000,en,The Valley of Decision,0.1813,1945-06-01,9132000,119,Released,,5.8,4
2300000,en,Eden,2.713171,2015-10-22,0,97,Released,Survive at any cost.,5.6,19
0,en,Chicken Tikka Masala,0.258413,2005-04-22,0,90,Released,,3.5,5
0,en,There's Always Woodstock,2.025701,2014-11-14,0,90,Released,Let your heart sing,5.4,12
0,en,Jack Brooks: Monster Slayer,2.659804,2007-10-09,0,85,Released,...I used to be a plumber,5.7,59
